V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9],V05[1.7],V06[9.6],V08[6.1],V12[7.4],V16[7.5],V20[6.9],V24[7.8],V28[2.6]
0.210167,0.204354,0.226344,0.204235,0.193618,0.173565,0.194512,0.155536,0.150037,0.208251,0.156089,0.17326,0.206936,0.213347,0.164461,0.126161,0.191725,0.295542,0.174377,0.254032,0.236851,0.248267,0.1274,0.121539,0.192114,0.170768,0.296674,0.19456,0.243494,0.240889,0.261484,0.197821
0.253765,0.210481,0.19073,0.204826,0.190221,0.168066,0.16795,0.123661,0.149976,0.17985,0.141852,0.202466,0.238698,0.199237,0.194222,0.142399,0.185132,0.212195,0.201806,0.27308,0.187175,0.235647,0.234802,0.16515,0.161365,0.23587,0.218333,0.239528,0.18061,0.12623,0.162999,0.142215
0.227026,0.202698,0.170987,0.157629,0.141608,0.178839,0.195669,0.188568,0.196091,0.23301,0.151551,0.190031,0.151769,0.152652,0.185206,0.211654,0.246005,0.193906,0.238751,0.230106,0.176268,0.245569,0.28638,0.178264,0.188899,0.210403,0.225637,0.248789,0.206906,0.168071,0.170384,0.205959
0.241088,0.168621,0.11938,0.181119,0.111791,0.189288,0.252495,0.198783,0.149898,0.204373,0.219289,0.272798,0.166019,0.188648,0.186595,0.17028,0.197196,0.211093,0.22619,0.166115,0.269071,0.159846,0.216296,0.201025,0.248295,0.269692,0.158155,0.230025,0.270552,0.236529,0.217171,0.201827
0.145923,0.152574,0.179813,0.152671,0.196552,0.220734,0.264969,0.122752,0.175718,0.183651,0.191562,0.191056,0.139721,0.222072,0.176353,0.166045,0.158267,0.25313,0.151688,0.162787,0.214098,0.199609,0.163769,0.169814,0.205196,0.208529,0.244794,0.178465,0.261291,0.218194,0.285179,0.160688
0.149459,0.154745,0.190318,0.166991,0.2241,0.193929,0.210309,0.170782,0.156424,0.186169,0.164519,0.124466,0.139076,0.212574,0.186483,0.117352,0.11553,0.237844,0.154299,0.223114,0.216599,0.173268,0.143106,0.203364,0.21215,0.207759,0.248048,0.152429,0.180336,0.200659,0.166493,0.190164
0.163633,0.155281,0.209367,0.168056,0.24769,0.145805,0.167332,0.134762,0.150746,0.18272,0.151083,0.170809,0.139983,0.207755,0.205886,0.130211,0.197484,0.229915,0.192142,0.221863,0.20925,0.254204,0.213529,0.185365,0.159545,0.188203,0.243237,0.227942,0.194901,0.137702,0.130971,0.12372
0.210726,0.170038,0.183996,0.162652,0.152236,0.192398,0.148154,0.181633,0.118943,0.220459,0.160843,0.13762,0.16335,0.111964,0.220784,0.137614,0.269793,0.157884,0.212062,0.20913,0.22022,0.199181,0.189867,0.251241,0.199959,0.20097,0.208007,0.191706,0.201417,0.161063,0.191204,0.245238
0.214328,0.146704,0.164831,0.130293,0.127104,0.149146,0.146881,0.157732,0.184796,0.193733,0.164929,0.177734,0.168941,0.143043,0.161834,0.205109,0.195145,0.180894,0.21632,0.206963,0.227201,0.212591,0.147356,0.168941,0.197068,0.233306,0.225948,0.155167,0.26534,0.202538,0.182649,0.237381
0.212274,0.169033,0.178258,0.157669,0.1747,0.152586,0.1847,0.119318,0.153232,0.196104,0.114909,0.258046,0.202198,0.192608,0.164738,0.21284,0.179646,0.229144,0.144771,0.198487,0.198282,0.183025,0.151103,0.092341,0.241766,0.249743,0.195867,0.131901,0.221204,0.190355,0.199214,0.220497
0.110356,0.121989,0.162672,0.119071,0.168576,0.149748,0.198341,0.131666,0.152113,0.179998,0.167573,0.172031,0.143499,0.200692,0.154619,0.14516,0.107263,0.238176,0.1552,0.263145,0.190425,0.241721,0.177637,0.124386,0.156327,0.226155,0.21836,0.212405,0.18899,0.153458,0.198871,0.117524
0.136074,0.174544,0.147817,0.166409,0.183172,0.191784,0.174241,0.102298,0.141146,0.13517,0.152558,0.178291,0.175137,0.204392,0.19779,0.135372,0.225963,0.202518,0.208897,0.204089,0.221524,0.2263,0.228093,0.191894,0.189432,0.174549,0.222935,0.226632,0.20672,0.131689,0.144116,0.141284
0.153199,0.164765,0.17171,0.155853,0.162636,0.165201,0.161504,0.158916,0.139667,0.191193,0.140488,0.119675,0.181337,0.178178,0.207988,0.115268,0.233615,0.164166,0.200115,0.148548,0.228311,0.207371,0.230617,0.174667,0.173162,0.218399,0.206732,0.193157,0.247138,0.135359,0.177402,0.229357
0.178406,0.152213,0.128253,0.139737,0.132941,0.149479,0.164867,0.184268,0.132257,0.195202,0.128753,0.161034,0.154115,0.158936,0.207741,0.179999,0.139999,0.162418,0.193374,0.120773,0.230646,0.176018,0.16256,0.178385,0.167005,0.192855,0.189687,0.150679,0.291617,0.157865,0.211669,0.203804
0.151444,0.136427,0.106198,0.146218,0.175555,0.136663,0.142337,0.203295,0.184944,0.178911,0.168788,0.152863,0.134309,0.129734,0.176554,0.151001,0.141424,0.240303,0.160283,0.184944,0.16569,0.209499,0.15829,0.107836,0.140019,0.203836,0.244357,0.164174,0.209618,0.145634,0.206243,0.187773
0.158878,0.10815,0.147722,0.115001,0.156991,0.169818,0.162326,0.16194,0.129693,0.200834,0.126442,0.198741,0.135944,0.16332,0.132706,0.152525,0.163749,0.268432,0.137036,0.233213,0.182492,0.164483,0.186611,0.19361,0.149434,0.188714,0.19955,0.196008,0.141073,0.167102,0.130176,0.142287
0.108325,0.179535,0.176696,0.171379,0.149633,0.187505,0.152497,0.123184,0.170564,0.145244,0.181883,0.116568,0.148149,0.210655,0.147492,0.123544,0.235883,0.17846,0.181795,0.153996,0.257027,0.224456,0.196851,0.173315,0.1712,0.19815,0.203786,0.186216,0.185475,0.115372,0.178393,0.218465
0.137981,0.157169,0.206683,0.188378,0.201355,0.20507,0.134445,0.101755,0.0893381,0.176354,0.128495,0.137483,0.175934,0.160795,0.139408,0.121093,0.222671,0.161245,0.194465,0.153792,0.164149,0.193332,0.167896,0.217783,0.182478,0.18625,0.162422,0.173667,0.17643,0.211036,0.164152,0.182715
0.171598,0.174855,0.130716,0.192616,0.167027,0.142405,0.15938,0.140581,0.143103,0.185686,0.167905,0.172013,0.196612,0.132631,0.143402,0.0915264,0.132983,0.159408,0.203147,0.1913,0.128458,0.151975,0.176514,0.12317,0.143964,0.140427,0.217597,0.132557,0.205659,0.172463,0.221293,0.144896
0.221135,0.149431,0.155673,0.169954,0.176173,0.172798,0.150972,0.20306,0.180917,0.190143,0.168796,0.199007,0.133804,0.142665,0.171001,0.149044,0.153357,0.212466,0.150117,0.192209,0.209683,0.146092,0.213973,0.10088,0.160689,0.236313,0.197214,0.1639,0.205627,0.20254,0.185641,0.154338
0.192551,0.167665,0.128661,0.146588,0.19502,0.144356,0.145727,0.202339,0.170582,0.195313,0.149055,0.211827,0.155267,0.157222,0.148272,0.163095,0.137794,0.167448,0.170766,0.231664,0.219949,0.232208,0.185916,0.138612,0.151109,0.195804,0.199126,0.162258,0.174967,0.116808,0.0636865,0.145362
0.148577,0.154991,0.120529,0.175715,0.132347,0.179909,0.230547,0.138909,0.133475,0.142755,0.127497,0.213014,0.166519,0.173803,0.13937,0.113901,0.245165,0.172526,0.216427,0.188173,0.191307,0.213331,0.19545,0.170475,0.169994,0.17696,0.192611,0.225603,0.159032,0.155412,0.157592,0.230091
0.178278,0.130287,0.220774,0.160963,0.12644,0.173083,0.237699,0.0962999,0.159593,0.16083,0.142341,0.146642,0.146085,0.198209,0.136349,0.177907,0.234786,0.18949,0.230224,0.168167,0.180318,0.161781,0.157167,0.160899,0.203746,0.16975,0.214591,0.169237,0.183854,0.180109,0.21144,0.209674
0.138966,0.172199,0.185928,0.194564,0.175423,0.161642,0.117089,0.0884245,0.149093,0.166646,0.107118,0.128614,0.247325,0.174755,0.197322,0.158194,0.166114,0.211031,0.12563,0.142967,0.148988,0.186065,0.155218,0.109661,0.241144,0.20571,0.190613,0.134304,0.197155,0.214967,0.192704,0.161767
0.175782,0.169322,0.147098,0.153116,0.150135,0.14967,0.133451,0.135105,0.123298,0.199035,0.164084,0.182202,0.187106,0.180525,0.146021,0.184296,0.113959,0.214475,0.162256,0.21076,0.13306,0.141996,0.19753,0.0916423,0.157508,0.181622,0.200086,0.14799,0.197175,0.219911,0.200614,0.168778
0.232118,0.14308,0.128595,0.165571,0.17567,0.15906,0.12214,0.176173,0.196252,0.18954,0.156078,0.162139,0.198631,0.148617,0.218747,0.142853,0.142697,0.239772,0.196078,0.199538,0.189404,0.208253,0.22887,0.186168,0.141628,0.226921,0.306649,0.183374,0.179254,0.166696,0.157555,0.188983
0.211426,0.142564,0.152442,0.167035,0.166026,0.113598,0.157656,0.204536,0.213046,0.178987,0.152871,0.195096,0.151009,0.179364,0.18896,0.155945,0.193173,0.226095,0.208646,0.202677,0.245915,0.22217,0.22159,0.249017,0.196197,0.219969,0.184791,0.250055,0.195031,0.162082,0.199889,0.165147
0.194518,0.12502,0.163878,0.141463,0.136167,0.16458,0.160479,0.135378,0.153117,0.167543,0.125163,0.198966,0.17293,0.216974,0.115053,0.151534,0.213564,0.174975,0.179015,0.197754,0.19471,0.216884,0.114877,0.155148,0.256214,0.152912,0.197618,0.159591,0.169126,0.205637,0.204233,0.225112
0.129566,0.146509,0.189464,0.181922,0.115238,0.235577,0.173585,0.141183,0.10741,0.217798,0.125422,0.18756,0.174804,0.209286,0.130265,0.188284,0.193974,0.192052,0.235455,0.207834,0.163505,0.206577,0.16976,0.104273,0.188774,0.193633,0.276671,0.171448,0.202851,0.159311,0.157409,0.116004
0.133601,0.0900166,0.196895,0.209855,0.154725,0.185947,0.153285,0.115793,0.164879,0.234663,0.167376,0.113714,0.194011,0.172696,0.179217,0.184964,0.130072,0.218408,0.153018,0.244661,0.200529,0.236392,0.215711,0.0931602,0.185408,0.188897,0.328685,0.154462,0.22382,0.144299,0.122978,0.149766
0.213817,0.218528,0.136229,0.213393,0.116788,0.161315,0.144134,0.151855,0.126501,0.260017,0.150421,0.106252,0.156354,0.145398,0.197424,0.166308,0.191399,0.225402,0.14372,0.168431,0.231722,0.170559,0.191658,0.119808,0.17451,0.278964,0.23827,0.172864,0.210549,0.144284,0.172493,0.18991
0.211185,0.157792,0.191267,0.211661,0.217487,0.152749,0.141311,0.219563,0.205963,0.15906,0.179005,0.208289,0.173503,0.163333,0.209724,0.139255,0.28472,0.22723,0.265487,0.181616,0.272395,0.189773,0.162212,0.266907,0.219232,0.219018,0.187303,0.194194,0.190914,0.15323,0.148541,0.201747
0.183311,0.141961,0.11826,0.140519,0.195892,0.124183,0.201369,0.22772,0.130751,0.193726,0.118194,0.170449,0.219422,0.170519,0.150663,0.0893737,0.166197,0.204309,0.236748,0.150446,0.138426,0.170304,0.164955,0.11482,0.194993,0.155414,0.219882,0.168977,0.175681,0.15323,0.193834,0.197873
0.207008,0.1772,0.128274,0.158987,0.211579,0.248375,0.207082,0.0865929,0.161285,0.165421,0.146567,0.200176,0.157129,0.19705,0.172078,0.230257,0.204831,0.145488,0.219963,0.194965,0.167611,0.184641,0.19636,0.09622,0.214326,0.259868,0.229166,0.14236,0.21296,0.209332,0.191561,0.149622
0.171336,0.162474,0.148236,0.138061,0.193192,0.208318,0.196807,0.127181,0.115688,0.159999,0.163417,0.195125,0.214281,0.266758,0.130609,0.155044,0.12652,0.203765,0.154149,0.223265,0.238963,0.249935,0.242566,0.101525,0.140358,0.253338,0.270646,0.193288,0.181311,0.16306,0.197047,0.191772
0.144663,0.190377,0.219553,0.15027,0.167296,0.202527,0.170871,0.116067,0.110671,0.226505,0.208075,0.191676,0.220485,0.19106,0.210404,0.148088,0.252176,0.188916,0.193869,0.18293,0.255088,0.148018,0.227921,0.175005,0.155337,0.195767,0.176882,0.219369,0.193567,0.163666,0.170139,0.199308
0.172289,0.224236,0.161525,0.216983,0.128223,0.240177,0.189335,0.197643,0.134215,0.219605,0.211423,0.20264,0.155128,0.213724,0.238462,0.185202,0.285492,0.265205,0.208416,0.175073,0.179098,0.275194,0.143993,0.263318,0.247601,0.216714,0.131796,0.220855,0.188174,0.22829,0.139057,0.248778
0.218567,0.181886,0.145031,0.204708,0.171973,0.1735,0.207839,0.198151,0.238322,0.255269,0.178626,0.23388,0.164774,0.203643,0.247595,0.127728,0.224036,0.203398,0.219188,0.127261,0.17085,0.265088,0.173506,0.093948,0.198263,0.188095,0.286419,0.186692,0.198076,0.176921,0.185229,0.179697
0.185485,0.140975,0.0928103,0.151061,0.245098,0.181187,0.260916,0.202836,0.210577,0.159455,0.169546,0.167736,0.150477,0.210893,0.202554,0.115388,0.209982,0.181542,0.208497,0.242234,0.188284,0.196578,0.168878,0.0795081,0.133377,0.213966,0.317612,0.163009,0.249325,0.177651,0.159769,0.15061
0.185963,0.117008,0.147902,0.176735,0.269328,0.204987,0.165996,0.0892099,0.17909,0.183941,0.219386,0.198604,0.187544,0.176215,0.123637,0.0999116,0.157465,0.213298,0.158684,0.254474,0.221547,0.223989,0.23967,0.166607,0.0946212,0.235342,0.229377,0.221926,0.299226,0.183766,0.152941,0.202711
0.133483,0.18026,0.197049,0.171474,0.180033,0.211291,0.155987,0.115633,0.177361,0.190878,0.187388,0.222093,0.210258,0.167213,0.143747,0.169458,0.304312,0.283348,0.213044,0.205848,0.266937,0.20256,0.183446,0.280218,0.2022,0.224015,0.186523,0.254121,0.221124,0.181291,0.190787,0.246638
0.196184,0.19634,0.183303,0.256178,0.13006,0.267836,0.168383,0.176251,0.0963,0.224403,0.237762,0.163423,0.256699,0.241655,0.145214,0.173562,0.212245,0.306331,0.214681,0.16711,0.212087,0.218279,0.228281,0.188275,0.255775,0.176143,0.203885,0.207074,0.156313,0.207606,0.187967,0.21501
0.204455,0.247563,0.192703,0.237103,0.145679,0.234519,0.180859,0.226965,0.21774,0.244266,0.163732,0.184792,0.22653,0.208025,0.192104,0.193816,0.185608,0.206466,0.184697,0.175196,0.215145,0.163856,0.185514,0.124589,0.246201,0.229758,0.243661,0.184165,0.194886,0.199096,0.239549,0.111287
0.202198,0.221217,0.0659606,0.181331,0.216257,0.112087,0.176496,0.173677,0.254046,0.224336,0.198611,0.248912,0.188371,0.231108,0.22256,0.158797,0.147329,0.171184,0.21543,0.19786,0.219469,0.251896,0.190497,0.0942363,0.162748,0.273184,0.301232,0.180079,0.24289,0.191994,0.223527,0.155722
0.22392,0.15814,0.125529,0.198521,0.245974,0.159984,0.235298,0.156545,0.251192,0.241645,0.229061,0.170599,0.141016,0.245087,0.236211,0.0951156,0.231572,0.182535,0.170346,0.26333,0.236542,0.210218,0.16278,0.208882,0.118482,0.228669,0.210566,0.183923,0.247302,0.203339,0.193321,0.231013
0.162081,0.181867,0.158576,0.153471,0.22723,0.177837,0.14373,0.133261,0.164789,0.197805,0.183154,0.186772,0.201813,0.222461,0.167841,0.224703,0.251058,0.269309,0.179832,0.213652,0.208247,0.240295,0.204284,0.202129,0.209177,0.173732,0.198045,0.176135,0.182175,0.214563,0.176131,0.215239
0.152203,0.127807,0.198748,0.200359,0.176264,0.25563,0.252257,0.181042,0.0861617,0.230319,0.171108,0.213511,0.189063,0.219041,0.171912,0.198769,0.234387,0.297527,0.17765,0.146375,0.184342,0.165805,0.127009,0.183573,0.269651,0.199659,0.208834,0.15955,0.152871,0.167098,0.173524,0.133522
0.163984,0.2359,0.152968,0.21663,0.176256,0.26961,0.158945,0.15148,0.124853,0.262141,0.263126,0.206551,0.250953,0.236636,0.112808,0.274142,0.229546,0.186344,0.202198,0.172574,0.173482,0.260184,0.156694,0.0948006,0.241929,0.255458,0.260291,0.20006,0.231777,0.172674,0.150783,0.164201
0.214271,0.199776,0.198232,0.25996,0.20853,0.181091,0.184993,0.170131,0.237458,0.219492,0.23028,0.183003,0.180703,0.214949,0.227424,0.174812,0.200406,0.240708,0.235483,0.191813,0.274991,0.185333,0.245485,0.170516,0.112683,0.224658,0.282635,0.141799,0.33234,0.19614,0.2228,0.106826
0.231402,0.140418,0.157659,0.273602,0.156122,0.23569,0.149491,0.247226,0.185664,0.166892,0.178896,0.230063,0.207169,0.271604,0.206233,0.187765,0.170419,0.282358,0.219252,0.227654,0.230506,0.260715,0.160662,0.19116,0.194304,0.244661,0.260072,0.245661,0.312173,0.240294,0.319847,0.175778
0.218613,0.162993,0.182329,0.185558,0.174052,0.155918,0.179909,0.111912,0.189239,0.170805,0.1241,0.204033,0.0987098,0.243763,0.162159,0.148532,0.227022,0.272377,0.184714,0.24444,0.195478,0.218233,0.238164,0.243253,0.217513,0.226874,0.167312,0.244368,0.196011,0.18762,0.19517,0.249069
0.180894,0.150897,0.227908,0.16586,0.288108,0.178639,0.234395,0.129528,0.0933439,0.243552,0.230497,0.249553,0.245693,0.15995,0.166333,0.153333,0.225574,0.255758,0.247578,0.175969,0.19516,0.190248,0.194557,0.185965,0.293348,0.208847,0.286312,0.194539,0.138092,0.153868,0.157914,0.190644
0.175139,0.130773,0.163171,0.136327,0.170813,0.250038,0.171791,0.155061,0.114871,0.224215,0.240734,0.263389,0.201588,0.170616,0.215872,0.235813,0.226391,0.196251,0.304971,0.208001,0.189429,0.207131,0.243356,0.148554,0.266322,0.247912,0.33868,0.129976,0.235764,0.195404,0.191647,0.19858
0.229374,0.185625,0.247901,0.250141,0.192189,0.249538,0.198698,0.169036,0.152667,0.281388,0.227688,0.267834,0.178509,0.211892,0.155497,0.221741,0.161855,0.175618,0.213007,0.248486,0.227712,0.175967,0.245553,0.145122,0.128444,0.26285,0.257833,0.149276,0.28849,0.255233,0.233451,0.201486
0.194635,0.183536,0.188852,0.206996,0.0748238,0.167007,0.199996,0.200437,0.231441,0.253894,0.182775,0.183321,0.160605,0.290728,0.234632,0.158249,0.134375,0.271132,0.208606,0.228252,0.270822,0.242432,0.2596,0.186694,0.213152,0.202175,0.196121,0.227031,0.229818,0.204479,0.213061,0.256652
0.194028,0.172985,0.171513,0.282635,0.20409,0.218817,0.214496,0.174854,0.208915,0.23455,0.155457,0.167831,0.163008,0.283924,0.229949,0.110493,0.211383,0.294962,0.184248,0.215887,0.207431,0.247005,0.215229,0.228228,0.269967,0.188278,0.212237,0.258716,0.202898,0.185765,0.174564,0.153794
0.157592,0.143415,0.180933,0.16317,0.235193,0.151149,0.179469,0.162581,0.180709,0.166519,0.156696,0.242425,0.155677,0.267894,0.239026,0.178488,0.206116,0.217847,0.214814,0.164455,0.157418,0.12996,0.232595,0.10655,0.21534,0.256504,0.275555,0.254259,0.229795,0.19753,0.199622,0.182919
0.203711,0.162063,0.197823,0.138292,0.262248,0.187862,0.182977,0.141461,0.138885,0.267835,0.184082,0.223007,0.202069,0.187191,0.163331,0.20431,0.241533,0.219111,0.265109,0.220799,0.264834,0.245453,0.227451,0.170062,0.218568,0.249452,0.302251,0.208188,0.24883,0.20114,0.255769,0.201148
0.181455,0.194409,0.193069,0.223052,0.2013,0.200586,0.188122,0.148155,0.169103,0.254783,0.213635,0.2171,0.216867,0.203464,0.181082,0.213903,0.24488,0.209563,0.236019,0.210403,0.301568,0.186375,0.279085,0.192375,0.236694,0.291,0.277711,0.184184,0.289553,0.276274,0.224671,0.251621
0.201664,0.159598,0.194161,0.248717,0.139494,0.204846,0.195584,0.220525,0.175277,0.257709,0.242295,0.226239,0.218459,0.199244,0.192635,0.242903,0.207571,0.227867,0.187859,0.220216,0.252,0.275805,0.194165,0.158624,0.208151,0.235816,0.203521,0.258743,0.248395,0.204565,0.157569,0.228544
0.173793,0.223565,0.174628,0.203221,0.107282,0.208563,0.190552,0.22429,0.266923,0.226374,0.158989,0.213994,0.203373,0.293576,0.183359,0.154241,0.224455,0.297349,0.196513,0.223764,0.211538,0.22322,0.223478,0.195773,0.194918,0.214333,0.267821,0.22121,0.218924,0.154048,0.149668,0.176505
0.149546,0.199602,0.182616,0.22223,0.214154,0.169719,0.204128,0.161222,0.222543,0.207062,0.159698,0.191562,0.210776,0.286116,0.207896,0.161416,0.245473,0.242101,0.228739,0.253004,0.219008,0.20624,0.199859,0.151554,0.277381,0.225625,0.251043,0.198177,0.203601,0.146502,0.210745,0.174951
0.222349,0.160363,0.177582,0.17216,0.249788,0.213493,0.166153,0.150312,0.185476,0.198265,0.237305,0.226634,0.230399,0.250006,0.20669,0.18091,0.22078,0.21162,0.214572,0.247534,0.221264,0.214968,0.241593,0.159034,0.223053,0.259851,0.289892,0.153381,0.312423,0.310609,0.274629,0.195098
0.180345,0.174449,0.183836,0.171143,0.260756,0.190749,0.176819,0.134546,0.142235,0.231092,0.184133,0.175529,0.195832,0.20856,0.172104,0.15834,0.202316,0.209176,0.185045,0.283043,0.308856,0.217415,0.260413,0.202207,0.167601,0.222187,0.270108,0.206758,0.26636,0.201986,0.233517,0.28143
0.225152,0.210319,0.231893,0.176772,0.181375,0.225385,0.187642,0.190703,0.177858,0.171117,0.240035,0.266624,0.239292,0.183679,0.167158,0.223327,0.188858,0.231687,0.193886,0.279053,0.251605,0.254281,0.198336,0.203422,0.235035,0.18956,0.198217,0.210178,0.201998,0.162588,0.186623,0.198361
0.184946,0.217782,0.159634,0.192683,0.140456,0.229537,0.185685,0.185948,0.218817,0.213753,0.214765,0.198297,0.200255,0.184348,0.166823,0.189599,0.218102,0.282117,0.209285,0.177302,0.218194,0.209958,0.176569,0.163246,0.250563,0.221842,0.237365,0.201213,0.195959,0.224454,0.201647,0.198455
0.187583,0.136311,0.172919,0.209489,0.156908,0.196475,0.216664,0.186919,0.169396,0.216552,0.186122,0.184645,0.187531,0.209652,0.218164,0.166959,0.222873,0.250619,0.258172,0.213259,0.234196,0.202991,0.177863,0.220056,0.218886,0.235614,0.270686,0.191939,0.175143,0.197323,0.213994,0.182105
0.213362,0.187915,0.160464,0.177841,0.214989,0.183713,0.198224,0.160126,0.203204,0.213106,0.128923,0.207466,0.175946,0.254591,0.185058,0.154463,0.222219,0.257173,0.23821,0.234266,0.232502,0.214353,0.214722,0.154979,0.188816,0.232532,0.239624,0.166637,0.287189,0.188007,0.238618,0.270122
0.241368,0.192297,0.230248,0.171943,0.239587,0.163012,0.159325,0.121838,0.201118,0.237883,0.177222,0.166238,0.179625,0.222199,0.161565,0.161837,0.228084,0.232522,0.205894,0.239403,0.275915,0.208692,0.206661,0.177597,0.201058,0.261598,0.261274,0.300194,0.247917,0.185126,0.216605,0.244256
0.194604,0.159387,0.194054,0.204642,0.232205,0.224766,0.149423,0.167594,0.152258,0.228428,0.22947,0.222154,0.195748,0.21729,0.17553,0.176278,0.164868,0.272937,0.164897,0.179658,0.192996,0.269747,0.167025,0.237856,0.174324,0.216682,0.185659,0.258757,0.174429,0.136451,0.159595,0.271482
0.221398,0.227886,0.187352,0.192146,0.187153,0.200318,0.206427,0.155399,0.179124,0.234617,0.246063,0.239723,0.191704,0.206571,0.196854,0.221838,0.172395,0.31204,0.158043,0.222472,0.181624,0.223476,0.206656,0.22769,0.235404,0.233254,0.270924,0.175918,0.156949,0.184089,0.21586,0.194601
0.174183,0.168512,0.169451,0.191106,0.139554,0.236772,0.208099,0.196887,0.194262,0.194374,0.212405,0.171893,0.269297,0.187687,0.166045,0.190296,0.26892,0.25335,0.249878,0.215555,0.200274,0.236508,0.205296,0.182466,0.219576,0.282519,0.27762,0.178932,0.196067,0.225541,0.221369,0.182507
0.166436,0.183663,0.210005,0.209698,0.167624,0.225676,0.187986,0.194086,0.146682,0.175614,0.178388,0.187703,0.193695,0.232685,0.19566,0.170144,0.23327,0.175528,0.237876,0.240199,0.215837,0.205925,0.260344,0.152138,0.209575,0.226607,0.238111,0.221685,0.297769,0.244711,0.224886,0.232558
